,date,game,platform,score
2701,2011-01-24,Dead Space 2,"PC,PS3,Xbox 360",9.5
2702,2011-01-24,Mindjack,"PS3,Xbox 360",5
2703,2011-01-24,League of Evil,"3DS,iPhone,PC,Wii-U",8
2704,2011-01-16,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,7
2705,2011-01-14,Worms: Battle Islands,PSP,6.5
2706,2011-01-12,A Space Shooter for 2 Bucks!,PSP,8
2707,2011-01-11,Ghost Trick: Phantom Detective,"DS,iPad,iPhone",8.5
2708,2011-01-07,Golden Sun: Dark Dawn,DS,8.5
2709,2011-01-05,Ilomilo,Xbox 360,8
2710,2011-01-04,Lost in Shadow,Wii,7
2711,2010-12-28,"Back to the Future: The Game, Episode 1","Mac OS,PC",9
2712,2010-12-23,Battlefield: Bad Company 2 Vietnam,"PC,PS3,Xbox 360",9
2713,2010-12-20,Civ V DLC: Spain/Incas,PC,8
2714,2010-12-19,Fluidity,Wii,9
2715,2010-12-17,Modern Combat 2,iPhone,4.5
2716,2010-12-17,Ash,iPhone,6
2717,2010-12-17,Mega Worm vs. Santa,iPhone,7
2718,2010-12-13,Costume Quest: Grubbins on Ice,Xbox 360,8
2719,2010-12-13,Blood Stone,"PS3,Xbox 360",5
2720,2010-12-09,Infinity Blade,"iPad,iPhone",8.5
2721,2010-12-06,Pro Evolution Soccer 2011,"PC,PS2,PS3,PSP,Wii,Xbox 360",6.5
2722,2010-12-06,Poker Night at the Inventory,PC,6
2723,2010-12-03,chick chick BOOM,Wii,7
2724,2010-11-30,Nail'd,"PC,PS3,Xbox 360",7
2725,2010-11-29,Dead Nation,"PS3,PSVita",6
2726,2010-11-28,EVE Online: Commissioned Officer Edition,PC,4
2727,2010-11-25,Disney Epic Mickey,Wii,7
2728,2010-11-24,Splatterhouse,"PS3,Xbox 360",7.5
2729,2010-11-24,Gran Turismo 5,PS3,10
2730,2010-11-23,Blood Drive,"PS3,Xbox 360",4
2731,2010-11-22,Pac-Man Championship Edition DX,"PS3,Xbox 360",9
2732,2010-11-22,Majin and the Forsaken Kingdom,"PS3,Xbox 360",9.5
2733,2010-11-19,RAGE: Mutant Bash TV,iPhone,6.5
2734,2010-11-19,The Shoot,PS3,5.5
2735,2010-11-19,Donkey Kong Country Returns,Wii,10
2736,2010-11-18,Call of Duty Black Ops,Wii,8
2737,2010-11-18,Namco Museum Megamix,Wii,6
2738,2010-11-17,"999: Nine Hours, Nine Persons, Nine Doors","DS,iPad,iPhone,PC",10
2739,2010-11-17,"999 Nine Hours, Nine Persons, Nine Doors",DS,10
2740,2010-11-16,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,7.5
2741,2010-11-16,Who's That Flying?,"PS3,PSP",9
2742,2010-11-16,Assassin's Creed: Brotherhood,"PC,PS3,Xbox 360",9.5
2743,2010-11-15,EA Sports MMA,"PS3,Xbox 360",7
2744,2010-11-15,The Undergarden,"PC,Xbox 360",9
2745,2010-11-14,Sonic Colors,"DS,Wii",8.5
2746,2010-11-11,Kinectimals,Xbox 360,7
2747,2010-11-11,GoldenEye 007,Wii,8.5
2748,2010-11-10,Naruto Shippuden Ultimate Ninja Storm 2,"PS3,Xbox 360",8.5
2749,2010-11-10,Call of Duty: Black Ops,"DS,PC,PS3,PS4,Wii,Xbox 360,Xbox One",6
2750,2010-11-09,Knights in the Nightmare,"DS,PSP",8.5
2751,2010-11-09,Need for Speed: Hot Pursuit,"PC,PS3,Xbox 360",9.5
2752,2010-11-08,FlingSmash,Wii,7
2753,2010-11-01,Fist of the North Star: Ken's Rage,"PS3,Xbox 360",8.5
2754,2010-10-31,Dance Central,Xbox 360,8
2755,2010-10-25,Fable III,Xbox 360,5.5
2756,2010-10-25,Time Crisis: Razing Storm,PS3,6
2757,2010-10-18,Fallout: New Vegas,"PC,PS3,Xbox 360",9
2758,2010-10-17,Super Meat Boy,"Mac OS,PC,PS4,PSVita,Switch,Wii,Wii-U,Xbox 360,Xbox One",9.5
2759,2010-10-17,Kirby's Epic Yarn,Wii,9.5
2760,2010-10-09,Shantae: Risky's Revenge,"3DS,DS,iPad,iPhone,PC,PS4",9.5
2761,2010-10-04,Blade Kitten,"PC,PS3,Xbox 360",5.5
2762,2010-09-30,NHL 11,"PS3,Xbox 360",9.5
2763,2010-09-30,Amnesia: The Dark Descent,"Mac OS,PC",9
2764,2010-09-28,Guitar Hero: Warriors of Rock,"PS3,Wii,Xbox 360",7
2765,2010-09-21,Tales of Elastic Boy - Mission 1,Wii,2
2766,2010-09-17,Plants vs. Zombies,"DS,iPad,iPhone,Mac OS,PC,Xbox 360",10
2767,2010-09-17,Civilization V,"Mac OS,PC",9
2768,2010-09-14,Mass Effect 2: Lair of the Shadow Broker,"PC,Xbox 360",9.5
2769,2010-09-12,And Yet It Moves,"PC,Wii",8.5
2770,2010-09-11,Halo: Reach,Xbox 360,10
2771,2010-08-31,Valkyria Chronicles II,PSP,9.5
2772,2010-08-27,Lilt Line,Wii,8
2773,2010-08-26,G.G Series Ninja Karakuri Den,DS,6
2774,2010-08-11,Viral Survival,Wii,7.5
2775,2010-08-09,BlayzBloo: Super Melee Brawlers Battle Royale,DS,6
2776,2010-08-09,Madden NFL 11,"PS2,PS3,Wii,Xbox 360",9.5
2777,2010-07-30,BlazBlue: Continuum Shift,"PS3,Xbox 360",8
2778,2010-07-20,Toribash,"Mac OS,PC,Wii",7.5
2779,2010-07-19,Limbo,"iPad,iPhone,Mac OS,PC,Placeholder,PS3,PS4,PSVita,Xbox 360,Xbox One",10
2780,2010-07-15,Dragon Quest IX: Sentinels of the Starry Skies,DS,9.5
2781,2010-07-12,Soul of Darkness,DS,6.5
2782,2010-07-04,Tournament of Legends,Wii,7.5
2783,2010-07-02,Shin Megami Tensei: Persona 3 Portable,PSP,10
2784,2010-06-12,Guitar Hero,"iPhone,PS2",8
2785,2010-06-10,Mega Man Zero Collection,DS,9.5
2786,2010-06-08,Green Day: Rock Band,"PS3,Wii,Xbox 360",7.5
2787,2010-05-23,Super Mario Galaxy 2,Wii,10
2788,2010-05-21,Bit.Trip RUNNER,"Mac OS,PC,Wii",9
2789,2010-05-20,Dead to Rights: Retribution,Xbox 360,6.5
2790,2010-05-12,The Whispered World,PC,7.5
2791,2010-04-27,Chaos Rings,"Android,iPad,iPhone,PSVita",9.5
2792,2010-03-08,God of War III,PS3,10
2793,2010-02-27,Deadly Premonition,"Xbox 360,Xbox One",10
2794,2010-02-23,The Misadventures of P.B. Winterbottom,"PC,Xbox 360",9.5
2795,2010-01-27,No More Heroes 2: Desperate Struggle,Wii,9.5
2796,2010-01-26,Mass Effect 2,"PC,PS3,Xbox 360",10
2797,2010-01-03,Bit.Trip FLUX,"PC,Wii",9.5
2798,2009-12-11,Silent Hill: Shattered Memories,"PS2,Wii",9.5
2799,2009-12-10,CSI: Crime Scene Investigator - Fatal Conspiracy,"PC,PS3,Xbox 360",5
2800,2009-12-07,God of War Collection,"PS3,PSVita",9.5
2801,2009-11-30,Lego Rock Band,"DS,PS3,Wii,Xbox 360",6.5
2802,2009-11-17,Left 4 Dead 2,"Mac OS,PC,Xbox 360",9.5
2803,2009-11-12,Call of Duty: Modern Warfare 2,"PC,PS3,Xbox 360",9.5
2804,2009-10-19,Borderlands,"Mac OS,PC,PS3,Xbox 360",8.5
2805,2009-10-13,Forza Motorsport 3,Xbox 360,10
2806,2009-10-12,Uncharted 2: Among Thieves,PS3,9.5
2807,2009-10-06,Critter Crunch,"Mac OS,PC,PS3",9.5
2808,2009-09-20,Colin McRae: Dirt 2,"DS,PC,PS3,Xbox 360",9.5
2809,2009-09-14,NHL 10,"PS3,Xbox 360",9.5
2810,2009-09-07,Metroid Prime: Trilogy,Wii,9.5
2811,2009-09-03,"Flower, Sun, and Rain","DS,PS2",3
2812,2009-08-19,Shadow Complex,Xbox 360,9.5
2813,2009-08-04,Space Invaders: Infinity Gene,"Android,iPhone,PS3,Xbox 360",9.5
2814,2009-07-28,The King of Fighters XII,"PS3,Xbox 360",7
2815,2009-07-21,BlazBlue,"PS3,Xbox 360,Xbox One",8
2816,2009-07-20,Splosion Man,Xbox 360,9
2817,2009-07-18,Secret of Monkey Island: Special Edition,"PC,Xbox 360",9.5
2818,2009-07-06,Droplitz,"PC,PS3,Xbox 360",9.5
2819,2009-03-16,Gradius Rebirth,Wii,7.5
2820,2009-03-03,Killzone 2,PS3,9.5
2821,2009-02-17,Street Fighter IV,"PC,PS3,Xbox 360",9
2822,2008-12-05,Persona 4,PS2,10
2823,2008-12-02,Prince of Persia,"PC,PS3,Xbox 360",9.5
2824,2008-09-24,Mega Man 9,"PS3,Wii,Xbox 360",9
2825,2008-09-15,Rock Band 2,"PS2,PS3,Wii,Xbox 360",9.5
2826,2008-08-11,Braid,"PC,PS3,Xbox 360",9.7
2827,2008-06-16,Metal Gear Solid 4,PS3,9.5
2828,2008-04-30,Persona 3: FES,"PS2,PS3",10
2829,2008-04-14,Ikaruga,"PC,Xbox 360",10
2830,2008-03-26,Dark Sector,"PS3,Xbox 360",7.5
2831,2008-03-13,Sam & Max Episode 204: Chariots of the Dogs,PC,10
2832,2008-03-08,Super Smash Bros. Brawl,Wii,9.5
2833,2008-02-27,N+,"DS,PSP,Xbox 360",9.5
2834,2007-11-30,Geometry Wars: Galaxies,"DS,Wii",8.5
2835,2007-11-19,Rock Band,"PS2,PS3,Wii,Xbox 360,Xbox One",9.5
2836,2007-11-08,Virtua Fighter 5 Online,Xbox 360,9.5
2837,2007-09-07,Stranglehold,Xbox 360,4.5
2838,2007-08-17,BioShock,"iPad,iPhone,Mac OS,PC,PS3,Xbox 360",10
